Geneid,PD_131_R16_S1_1,PD_131_R5_S1_1,PD_131_R6_S1_1,PD_131_R7_S1_1,PD_131_R8_S1_1,PD_131_R8_S2_1,PD_131_R9_S1_1,PD_131_R9_S2_1,PD_132_R10_S1_1,PD_132_R10_S2_1,PD_132_R11_S1_1,PD_132_R11_S2_1,PD_132_R12_S1_1,PD_132_R12_S2_1,PD_132_R13_S1_1,PD_132_R13_S2_1,PD_132_R5_S1_1,PD_132_R6_S1_1,PD_132_R7_S1_1,PD_132_R8_S1_1,PD_132_R8_S2_1,PD_132_R9_S1_1,PD_132_R9_S2_1
b2767,4.490283354706156,2.601817902084012,3.16931827422034,2.630060093546021,3.005893265373979,2.2749045692591885,2.3024200913692563,2.3216502253587135,3.251583762887429,2.9977918991256303,3.858206377798119,3.1394935197032914,4.1222537682847875,4.842474416065602,4.059869524287296,4.315057563611997,2.2921539141199796,3.826638278658602,3.0741504050330293,3.481478283625576,3.1527677835022265,4.01592813233055,2.229270911734563
b2768,1.954232738711266,3.0678216362388913,2.792649719113699,2.5945246927684344,3.007969227170264,2.4656075367561057,2.9642636109100513,2.156847763278842,3.1552472241993073,2.697842113886195,2.6425129216845282,1.469854464100414,1.7988137516367304,0.0,1.0106845360247765,2.525834933008954,3.566772076091854,3.333924413367165,3.2845079124073124,3.844306497983692,2.950986769245425,3.6151650469789613,2.5374818154215415
b2769,1.8136186735329758,2.026484067963988,1.9503401350251883,2.09060025351082,2.126352679321889,1.7346013298769363,1.8484514477616598,1.8658842618245506,2.3392835527408966,2.3491581948976767,0.6642255149447323,1.1270197709614032,1.6832638773168676,0.7186826749170534,0.7475466738275655,0.0,2.5595242339565427,2.790115351904376,2.4194619889285005,2.184316026885296,2.601025581503957,2.293894254327868,2.2968704722760154
b2770,1.304436573524253,1.8742843613931957,1.3679692401597672,0.6962568579851546,1.576133590456375,1.1920729618992516,1.656926099108568,1.434607635033296,2.044024934064648,1.6700847070592002,1.8406653878472194,0.7255371119501886,0.6873287072468177,0.0,0.8068933253486392,1.2664897098953496,1.7749437158202563,1.7954760870741002,1.9928370224671559,1.4337163045668007,1.9826063608123392,1.914634299754536,1.6600046536868267
b2771,2.0502857385053024,1.8815372370459498,1.708761076931577,2.013462382179685,1.9320309807153861,1.9434212901212993,1.6608478038589416,1.9398505409762081,2.4834737052457796,1.7496111973429949,1.861498860601978,2.146903376785848,1.9434480696679721,1.4124949239426807,1.8565316954411712,1.9516789666431584,2.4181459316689167,2.3550712202182726,2.417737799703546,2.4497880264958023,2.317686524007368,2.1405309363855722,2.0208712866157392
b4463,2.113366004031819,3.2593944257944445,3.3215571286508605,3.067321153958239,3.2068362693674053,3.2951598436950222,3.382358961864898,3.3029173782955032,3.6189395442802237,3.0332630290447637,3.3704733598519905,3.179158519838319,3.5197257308512224,3.290997373985186,3.6611898389227093,3.381284416278597,3.6073046506741546,3.8705350531642364,3.404053394957584,3.7248834732188376,3.623834705614286,3.3906395122209876,2.9906269360477067
b2774,0.21670002500696914,1.9584254106178125,2.1307286644815067,2.0707031366595308,2.5035019863131374,1.542258306975266,2.1124410247940304,1.2919835912665378,1.388157705942436,1.0585498537308138,2.6144949286541483,2.2901780438624755,2.010135952497205,3.0130856623577222,1.9909102206412994,3.2280712352158996,1.4136692894557898,0.9075596302927862,1.5712527786443675,1.597466712237834,1.5110778517292156,1.4222149077609827,1.153781457011523
b2775,1.067956692155809,1.4725859600948508,1.6221815529430033,1.6061360563391656,1.7735628998925543,1.487258313324639,1.4219048453437022,1.0797626424346216,1.7316690783135666,0.4652476759908799,0.8382325956113716,2.6288143828111807,2.719675327304011,2.1634974067714516,1.2462344027172116,2.147922096917706,0.9333943497461057,1.1971313052030974,1.2718415611583527,1.2950134593841263,0.9621999738573324,0.9555284007352066,0.8101396072418181
b2776,2.3841766072091968,2.782427035641037,2.5856788518987313,2.8379653074031546,2.6681665760996305,2.452086733011422,3.01194338444253,2.616464505650187,2.9104322798666518,1.8602429668435845,2.610203651527316,1.909668766603608,2.37412163224088,2.730798317705656,2.057255556558661,2.445787804855537,2.9041041567068557,2.927840956068711,2.8124691764317555,3.078538363176453,1.9515570409294112,2.6866066269423325,1.974336875288588
b2777,7.862021970124097,5.451640786348607,5.618765274474959,5.596191579679996,5.523478737116178,5.868263497672074,5.438063469097968,5.58978511747558,6.203157956819955,5.580799717533783,7.799307804954106,7.782799388863411,7.959619600610429,7.917296048196613,7.651581009121404,7.784379282637259,5.766043528326295,5.734633553551854,5.5465125620658435,6.111294952293471,5.711427320594507,6.060412047730597,5.355384495358832
b4682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12965323453557,0.0,3.7481947502081403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
b2778,0.19650746918364972,0.8139046616476023,1.4534562727772584,0.4141674641798417,0.9970798421813175,1.0237128326375178,1.0488697208141646,0.14885584199779542,0.6841656173077302,0.18811608268019234,4.481373783914356,5.074602353141479,4.611599169545124,5.383891423364811,4.724918172034769,4.671973770037151,0.22215839146327993,0.7056391170595011,1.2211693303655515,1.0455243392141185,0.7605197272093004,0.6322841431695883,0.0
b2779,11.250531921741702,9.98848107422787,9.704978913164624,9.942632998885927,9.9529936186621,9.868628812102699,9.874604122417821,9.914468728834143,8.88510730373243,9.756756884539456,9.526994605779764,9.909328223923742,9.49478170576135,9.347643701017722,9.37180949832319,9.061972310449592,9.3503049552488,9.37755950792605,9.393723520739035,9.145609626173744,9.731923569463047,8.845789052949407,9.713678226339768
b2780,9.287433554926828,8.744755070195378,8.647934393695635,8.690390723462237,8.877426740689513,8.818512427183023,8.751367414107659,8.890277552554116,8.432166189706708,8.133621846811407,7.927779519914594,7.979843053871097,8.20792843674614,8.05564931887797,7.951876263691665,8.04846730484734,8.066456349821623,8.165574531667138,8.119186107824426,8.339244800304586,8.093404908520824,8.425852316862747,8.152122156661576
b2781,6.823616330746115,6.300474646681894,6.400628170892284,6.15240600973143,6.012374062062598,6.664882362915664,6.137455537813097,6.411150215358776,6.286309483547684,6.571482604748836,9.14976609389717,9.21062653818962,9.510715184498029,9.335556898016215,9.315668755440473,9.28701341925949,6.8099692243449175,6.758403352264909,6.494934731639372,6.6515237387343475,6.812458050681652,6.459424762193617,6.526322953980189
b2782,7.351109366514653,5.682547925769143,5.502280483297896,5.4753163894838766,4.668995770901242,5.597625995633399,5.202674821660514,5.555543904728662,6.341406924028618,6.313336739386897,9.998402292111178,9.98859079085771,10.26199992902565,10.195276897818665,10.031498397628448,9.958107579326372,6.527739576994883,6.561177544522546,6.431717486161191,6.226117805855922,6.6671964810766555,6.068114695229188,6.545561132114653
b2783,8.046988303336452,6.566351527487367,6.353462871712044,6.60551601699411,6.056780680138955,6.319836796480061,6.015905891185498,6.500663029505601,6.71754729814426,7.0375638843009165,10.90973037279883,11.093627901707258,11.051940467755351,11.076795946154256,10.854045061356825,11.094983144914357,6.821013495990357,6.964199348553945,6.9532401494521165,6.955556769796401,7.362237509624441,6.755217619193789,7.42307722130343
b2784,6.873043931552912,6.361171006983391,6.3956089944866354,6.269730531192748,6.354568911194981,6.302503212223399,6.298300030816458,6.1780930751057115,6.450558531224125,7.150385121158575,4.528249030947842,4.573330535442134,4.585139963490924,4.41930377966799,4.148866905699379,4.4333040175661,6.800646986651158,6.865822359204585,6.76886322798013,6.34692550177955,7.212098558100883,6.403029777636629,7.139628455586317
b2785,5.6750983475904535,5.468298245664868,5.6172938324316775,5.338585157389423,5.848352592730226,5.260420253087519,5.744337248684394,5.316276112461166,6.149286996161167,5.445710306238321,6.6040758913879145,6.545284773186828,6.459707727583425,6.638546333298562,6.221715352932181,6.3987193816851855,5.75546250671148,5.743025699168904,5.7957896728888425,6.135682141337815,5.593490568027907,6.151171888077942,5.506591487515898
b2786,3.601168700977252,4.4056484205242565,4.2631913876126575,4.207812119873824,4.517310567492793,3.560194373578646,4.563373299340117,3.6786188552798897,4.5813965579516704,3.7669082531301172,3.746004280855299,4.2982126062788595,4.3089086040947455,3.7975466260681983,3.509621104020923,3.692798335994059,4.176291330560017,4.369931649568999,4.323195522069151,4.255431003950685,3.8398620328837145,4.461402492663543,3.7297296669759485
b2787,3.255439399464229,3.2944604934602606,3.168927028933855,3.1598811540510785,3.269779189026057,3.145158025876109,3.2777365202313784,3.330128336726321,3.5827196998151534,3.7849569480659904,2.130536464464256,1.3337013323726776,2.0686207696791667,1.9641926573332584,2.7370177684894172,1.949283833170516,3.9663399872803393,3.863250143112832,3.797482357519328,4.056261641351134,3.5771406492618483,3.8773496442275444,3.863146680791287
b2788,2.5235053632336975,2.386666625456259,2.5209684903801497,2.2486263610978314,2.5065767865765602,1.8837522952936683,2.352083994411111,2.136314645475527,3.0056209778829666,2.6666362296528185,2.0012186442338176,1.3337013323726776,1.274968494497078,1.1658732334516329,0.5219713370988212,1.7878483503087732,2.7992501774023677,2.7980775375810127,2.8406353019261386,2.665403623511987,2.416271506624131,2.980527688995255,2.432337471244181
b2789,2.038101660323038,2.0510148250637035,1.8456774206789406,1.8664043560887067,1.86468984816898,1.511831782455064,1.910264062371501,1.497426783152869,2.2505041665181094,1.8140233597989504,2.2390705978989898,2.2532325472647416,2.4786768769888226,1.7929879958505694,2.6286796314861123,1.7787297015953554,2.2508356363734197,2.2214145764015623,2.2395456709475514,1.9427950181686828,2.40583543922301,2.068327484939075,2.1884316331821148
b2790,8.21896419721611,6.869813887555046,6.7617208426845625,6.988808989234504,6.8774168800472495,6.612861514876935,6.887164672606808,6.457358339536435,6.876967660405483,6.419043152907021,6.619589737203563,6.653676191173345,6.665277967754535,6.825547367627977,6.748466994534006,6.96888262785634,7.073691845893885,7.159571726800485,7.151724319516228,6.817261870153817,6.557374025129618,6.840954567879673,6.588149501191773
b2791,5.619332403913968,5.14103669502399,5.000704271474268,5.305902411704324,5.555242613530922,4.587241197671347,5.55099904894086,4.433032879946302,5.144333281345487,4.908719057092494,3.3221459653694696,3.1394935197032914,2.3938899879505806,2.8855728888732104,3.85182273742745,3.2330004593172945,4.850095042240456,5.155485587855743,5.207702119078575,5.023481764674046,4.6959390935777705,5.098795677618175,4.825778379934368
b2792,6.015570611997751,5.974377903741615,5.855952786726939,5.795478202575764,6.1311194020530015,5.3498722615136005,6.23591432805703,5.065716623385442,6.194431850652308,4.83962882446885,3.1090099886257834,2.0318711717324125,1.957933323249534,2.9520609354175305,2.6586027250061735,3.837012178527181,5.24771153018029,5.344725039168079,5.283913774991206,5.562169292462075,4.67836733005074,6.116596142001555,4.538972745529713
b2793,6.652840560194931,6.391099524068245,6.300806276413441,6.316306916104926,7.041731479325768,5.804251279672285,6.940839904126164,5.831840608290057,7.2401442770942745,4.827336516884483,5.743005701991479,5.260920601939815,5.450252479917727,5.956315434310598,5.71122459723855,5.560381503917554,6.494585474291516,6.396043822471419,6.505870654627761,7.301710316457653,5.242042688244066,7.2102670011488526,5.322483915210074
b2794,6.268158515286705,6.064237909239893,5.97503309532671,6.107060481810085,6.471384220824427,5.690380459447843,6.427476458424534,5.613120597918308,6.941516561833167,6.032221335241951,3.8717040124981668,3.8884296541345638,3.853673578245086,4.412710489864578,3.5018179623064185,3.7300214665954714,6.47276617430145,6.4975887101176175,6.510982959947792,6.674335033247681,6.011702731436157,6.843230357765638,6.0520351435173385
b2795,7.269033537413932,6.855735687689309,6.723331323883135,6.640259798688403,6.825156242813173,6.696428249487963,6.721471823314895,6.759278376637629,7.006709159606785,7.284487203394571,6.173578938487107,6.338347495621828,6.398306307730904,6.207543252323879,6.691424095836286,6.652598074521588,6.829776608212793,6.925274595732622,6.941942421788298,7.017141283875087,7.251496820877316,6.960684607366575,7.327224515408771
b2796,3.580311315813244,4.2387767300343535,4.198101238504574,4.160097715929662,5.171862634905492,3.5605148457524316,4.921092972334331,3.380600505214346,5.67747868803262,4.765667016966754,3.5762094759637653,3.4949123851592043,3.3540927024018155,3.447832870228467,3.3309881896830555,3.6409544493046746,5.120965220408562,4.973572651486978,5.058984785943618,5.354594331959077,4.80541766359654,5.821556315894609,4.862068509832503
b2797,3.1103444320594247,3.54119276541776,3.5797277379676595,3.7942963007821526,3.4814583273468087,3.291425546947505,3.4630135279567904,3.4021570289942686,4.116077035325883,4.509408896305754,2.9305919665771785,2.636140554702292,2.9926871336978724,2.4515914929101466,2.51107230636682,2.072485835886324,4.307740544704963,4.54497354044007,4.257397459256408,3.967961922018102,4.659549909475854,4.054796430794988,4.704510412433289
b2798,3.639031307491896,4.098446133190275,4.027576296807185,3.8773249815988473,4.607934049176659,3.1409445117186734,4.552431792088152,3.3272253214297596,6.060124525942386,3.7596567504884755,2.3206488203126776,2.1280667913601357,0.0,2.225515985867265,1.7310510298997113,2.9120212089448505,5.343472112610485,5.391568062564579,5.403913805119516,5.98853275075237,4.0346741047402945,6.0115376998494705,4.146951948797833
b2799,3.7340597193465506,5.87661253571152,5.8385735016928235,5.877089230242489,5.644391027101324,6.042013732966778,5.657061319555877,5.975817941016198,5.834409604821717,6.266387729772348,4.40293978372058,4.420040957060173,4.645559425029966,4.735705753692306,4.638748209237713,4.4900382832457,6.633449117325758,6.686176199759311,6.673031334742616,6.46086816053828,6.690837452278252,6.26198269869496,6.441140614014569
b2800,2.9783010892230988,4.970052043137402,4.77353042274577,5.002734820355471,4.814224846605574,4.694830281505875,4.561258656621258,4.899494176230717,4.980615028583504,4.901866208595585,4.177292231784842,3.3840052146532384,4.275415580814207,4.312820843112869,4.181100502150285,4.163589272480578,5.34688351850121,5.688463555431219,5.543433402460758,5.051094878105724,5.508147899285222,5.117499113689796,5.374657071627014
b2801,1.2933111569268172,2.175370385074244,2.202112405250782,2.056378524394334,1.8642387589783396,2.4961295169990025,1.8845902025967467,2.289997345861598,2.8787134139728914,2.8635115886727625,2.9065995264957643,3.1277926363446227,2.9080731510605067,2.954919752777945,1.8730881999543993,2.246877803224569,3.3289713394067992,3.3797755345002494,3.4724757245997977,3.3604472263676426,3.6334833053709246,3.230444120922418,3.478145529872603
b2802,2.870278919817655,3.1151161479311065,2.9995135160885202,3.0051515761635272,3.0977923580710356,2.7799840465645937,3.098644849790361,2.970604870970376,3.844196112852906,4.0177784322333405,3.0155572252786267,3.5024095027920445,3.3381748622815977,3.616926713218863,3.0428566021594228,3.2695558646479204,4.44529594662836,4.211085813261634,4.272332042300866,4.0867005299265955,4.289880994824592,4.000464684729634,4.186864580838841
b2803,2.967685997778036,3.368252824421001,3.0966619923507177,3.5407875688060177,3.5044164765838444,3.060888636667727,3.415076334792509,3.4893969418587867,3.980269372609187,3.9282491543727924,3.2501837446735324,3.4670636320767536,2.329310704891006,3.0093396169697186,2.356015390787516,2.5904047264231833,3.9677350728662546,4.229329365628975,4.171419154164808,4.0947532057991545,4.229917407458329,3.6638228297675646,4.220449259198963
b2804,5.15513920650496,5.234557523712836,5.230942093138285,5.206156496530052,5.323881099371425,5.1724640641303345,5.291477427538505,5.256885423297021,5.44550659229907,5.040271652770799,3.549856872441114,3.706049967488377,1.700771969068749,4.372520789472709,2.9836288240894664,3.662749574858513,5.4800969490299964,5.347348991773608,5.399696896935695,5.384938729288196,5.085239222670705,5.509515706924031,5.268915272246857
b2805,3.8127186264647,6.399563574389772,6.448089334287603,6.334729926932169,6.626373743185521,5.694658548815202,6.53781495655337,5.779375887141073,7.192875369764196,6.311074966888673,2.1501725713012387,2.554487544260916,3.0274205808614805,2.9699695180975656,2.0684421443588876,2.6421873973964276,6.996293646409107,7.088028843424405,7.116720868029367,7.339788445975915,6.658187302861443,7.423867042267328,6.717537255492446
b2806,6.042411376591513,5.823634310765403,6.0170259358166716,5.882812148823251,5.791870542327177,5.635077435179029,5.738195996233914,5.602064701897783,5.780876569958468,6.313211520483532,3.7383332931127513,4.508436771825389,4.292168746662841,4.37102350477942,4.169125949142586,4.386676745276618,6.063271395093622,6.279087969059063,6.180899831728813,5.739667514151796,6.2575735238259975,5.820074327950758,6.391765839164109
b2807,4.740665410366106,4.854442843816351,4.7608388713267615,4.723193448645332,5.095013359101305,4.226105993868958,4.712270550012823,4.170921118563967,4.737850184186695,4.110448653036647,2.8790364026524577,4.595152554515104,3.702773157234848,4.552241281069101,4.532475962219673,3.2182749611960375,4.614029659497334,4.74035211364621,5.098610236183343,4.612289388344402,4.426557889757046,4.852416782381003,4.396349402677477
b2808,6.4296745909153525,5.8617015593680515,5.766216072480326,5.775022473273171,6.341371799652535,5.09536223636164,6.2190471964518,5.046237641744059,6.677032308208138,4.694890935545427,6.197517429214423,5.733242142454422,5.793070167293632,5.985853648295337,5.663025182634319,5.8059085939151975,6.066478735736247,6.091562720830371,5.878192401649491,6.423906842147398,5.104330737855479,6.7855322074615,4.841105171621094
b2809,10.633805437169567,8.804484824542964,8.800187889904375,8.59857332781069,8.680576355792748,8.626683756951593,8.68907214430468,8.778815124964591,9.829524312904411,9.699246206212825,6.206849270098557,5.514572391925755,5.615325215844143,5.322381947116178,6.235580670073561,5.933443323214126,10.119827820038093,10.341574346727308,10.241132112730078,9.687585822896354,9.686178906617744,9.569251189427469,9.769885300694458
b2810,7.318815977728946,5.5034844153163265,5.369908953590652,5.381292664353486,5.826642803476069,5.007257813064366,5.809719370036111,5.0590460597874545,7.066079330104191,6.28213762283852,5.8418575216369755,6.046392970966264,6.147013300862096,5.81548199091086,5.788889398509654,5.710655030155904,6.881352446720706,6.939028899466711,6.9383535029054,7.017130508986627,6.547674589080351,7.164273284047676,6.366889061472185
b2811,7.004377237622807,5.976241984810225,5.8697241004290195,5.688249118274573,5.957482225407781,6.14454082222771,5.6369016304257205,6.143000038938571,6.3513791479858295,6.703758358551932,6.426949244776607,6.2187115730297,6.456870472245485,6.568442343590462,6.004412308565609,6.658462383165659,6.724456531193289,6.691181313602255,6.675520131712755,6.5630808907829605,6.588860147385747,6.619570461632828,6.6777635765871715
b2812,6.497387321252631,5.45136493744408,5.516871994538747,5.574233818894,5.352763923267509,5.575690606790275,5.32078304274562,5.5060451417888165,5.297689659275449,6.023097091816283,3.3726249133910406,2.871156174981924,3.383784897243744,3.315492509307072,3.568699706774975,3.393835704349194,5.851229206990628,5.691333361015727,5.710629175666893,5.545872096669962,5.81798172643474,5.808320509613725,5.981616366364245
b2813,5.513091046723858,6.401034038525605,6.40608332532265,6.212324255598483,6.828085996423401,5.921237492576801,6.768428415260633,5.9095202260602315,7.310666033416637,6.640616396040742,4.833419943704041,4.850738702379888,5.56649260153398,4.971711498845922,5.355058187566264,4.904969992364186,7.20870407755397,7.1325448622571015,7.109980734958046,7.304925192441652,6.84291578381102,7.410486416640252,6.817661514234489
b2817,4.494175570463139,5.410591609079146,5.368805573962366,5.383483590465736,5.807517488054815,4.486557715871152,5.736424804355051,4.6776057548182965,6.839783189878919,5.520177415551154,1.9298970650030147,2.9837480560596696,2.822483464763744,2.757710891386281,2.377243328909819,2.643015318829092,6.196129109978666,6.239414398109675,6.330977812157348,6.495287224980953,5.388185433730958,6.722865471706907,5.421058100186375
b2818,5.066808167980038,7.023366427756957,7.174284616979463,6.951561955631268,6.221417845603095,7.982805736420275,6.290436992013096,7.84250639748515,6.946344440651547,5.875042336996903,2.964077896214008,3.401526782512399,3.5510817494345464,3.158647744042225,3.9110744492181087,3.693347871730346,6.224165711057807,6.174343152087251,6.276049910645846,7.145488828995752,5.890456752229326,6.871300425704038,5.9789681997899375
b2819,3.6444042223545363,4.731156805705707,4.780361260078342,4.79976004841112,4.938494702083601,5.351300412665362,4.771045501998179,5.253002771853986,5.260917838596558,5.2878668254227055,3.412032930993521,3.847220403605521,3.480475926499211,3.1556552106212763,3.7525734249055636,3.2783257004246824,5.0846174096316465,5.042362776339414,5.197548375101394,5.287714889403393,5.083258574184465,5.387772553200297,5.233665601544521
b2820,3.912501139471778,4.877154817828089,4.769051162964776,4.792389154199676,4.492739471874572,5.433018040364173,4.319285046251035,5.436778071862027,4.87514165338422,5.552035604821921,2.709664336457235,3.0596201713455633,2.7318502652001317,2.766731027158774,2.6122871257047517,2.6464313370441266,4.930433147182789,4.956058144282795,4.942186608241005,4.893828076643794,5.555833658071254,4.850518397239467,5.634528362019181
b2821,5.001915412687951,5.3592958429669935,5.27900572258699,5.209717045585192,5.520727613148084,4.879929014366832,5.578060142189549,4.860404401790124,5.842056104073132,5.586536662274264,3.9344643115540587,3.8665200726365256,4.330116169349627,4.406340489557691,4.475461831972524,4.57121290548904,5.830109737454283,5.830456981363054,5.876611387305802,5.945705224613685,5.573043791342141,5.904953975406562,5.643593443605843
b2822,5.344369643592142,5.40743032699034,5.297301322844606,5.340638879565474,5.256285486057988,5.431301987850447,5.204349930305492,5.363262034131302,5.076198291786798,5.866585678077747,3.107873760069447,3.0727724871108713,3.26591458659794,3.649721367755178,3.0204149181868294,3.139328806169758,5.434058940801296,5.423958192982554,5.364943116972523,5.062611339387614,5.68562777943751,5.192188453078884,5.744720450073531
b2823,4.19375077655407,4.163645533523504,4.168470546171921,3.910450153219472,3.9366148647981047,4.481692188200471,3.7424903318027676,4.0204716491099175,3.711315184040764,4.4103762934424235,0.0,2.866535778216892,1.9776379543693225,1.4413938681547247,3.324960203208798,3.479317854005949,3.853688865748958,4.13532154847548,4.048307184530776,3.85965276262801,4.24443609267018,3.5987140622522595,4.206218164434773
b2824,2.85689735451457,3.8047291153011553,3.8795202142705856,3.657801956522553,3.948956016863186,3.930382898866975,3.71390384723886,3.7611228404389077,4.005440302052077,4.069908714262624,2.5694186792274345,0.0,1.1155315946770878,1.8972961321050872,2.40551858639825,0.0,4.1198363649330325,3.8578514385895755,3.3917266183040744,3.7398797836768893,4.36487109144331,4.127323571516208,4.396349402677477
b2825,2.91650360294642,3.4447534343446704,3.0413400738772594,3.3596389075763535,2.8753359082553342,3.169264389314196,3.1336141698789874,3.4273118588848517,2.956481431366574,3.360355761640073,2.4497290330683734,2.464405437274796,1.820522973035522,0.9896406462336332,1.0260633416837341,0.9797068172916241,3.654877873768724,3.395184866365499,3.439077475324587,3.5920634784816716,3.6056775909090275,3.3736369406041455,3.490926546059453
b2826,2.4848864055746236,2.8523267529657392,3.0793229505606385,3.4136026684349616,3.2341317673367547,3.0038603565877207,3.473039716019475,2.7313561319004154,3.2207082803229943,3.1283597322157846,1.6497333105277558,2.413871328324337,2.011516879140375,1.7487334947635524,0.0,0.0,2.8422404826370506,2.94926509602816,2.6344843228813843,3.240756880757883,3.0809653989845964,3.2342763415761553,2.834431745335589
b2827,6.546232949158519,6.908596397468443,6.831401347680178,6.898573926483193,6.6143017001207935,7.254047255584073,6.575495394844815,7.332464057260314,7.039969041053283,7.250368784208485,4.786435109320599,5.128575442148056,4.979018653665587,4.7481091625420815,5.3471762399946225,5.739059294266969,6.871412760416443,6.999423784697793,7.025737290025348,6.950639062082929,7.213441822505176,7.063123634446259,7.234293556487047
b2828,6.27867172428163,7.233186251572223,6.974448049958674,7.203242497273997,6.84866009215234,7.189287965890794,7.110654532441056,7.350068361443411,7.204150454865289,7.304870745593249,4.233877025181765,4.854549272595237,4.541025245166627,4.686516155534944,5.358909061323644,5.221076237473438,7.054157170794938,7.196751874070353,7.178751658809125,6.870931274443726,7.599845368688648,6.975416990207676,7.359468043605922
b2829,6.800828292839508,7.062696974258778,6.902980853276691,6.941526443408889,6.943724661737564,6.6995460160090445,6.936801609898378,6.7224479327982465,7.073743964807092,7.767365752741454,6.034007924626529,6.109703609337676,6.1904166111689305,6.140003407968474,6.290302386255896,6.094681689933166,7.33164894564595,7.450897737194665,7.491155918460223,6.797119371193745,7.718279753560671,7.078363022966229,7.73214288454122
b2830,8.375331979847177,8.196279592491683,8.08943641788487,8.271345897126775,8.680727856306587,7.579230661170707,8.553317007883797,7.66986595066715,9.440274675673189,7.911329423013335,7.5745571409081665,7.924288351125497,7.701049553824576,7.834077201390448,7.450698783948968,7.885113027082227,8.993037249372344,9.008223264282474,8.944027019052236,9.545501203257533,7.964458913726901,9.594777442985261,7.994793409188165
b4610,2.1591014806073674,2.6192779826751567,0.7183810685204506,1.8611973734647136,2.0996240863157896,0.7499502864838242,1.5382411404868532,0.7185125662574203,2.9042477575211514,0.8695739241619358,0.0,0.0,0.0,3.098228280045807,3.1624102805759633,0.0,2.3087943018298405,2.5067090034874777,1.8621702625023884,2.681844092388113,0.8674392973750271,2.560627469797952,0.8629277231153878
b2831,6.874202489486485,5.2212793891950104,5.328514731929879,5.120932836189363,5.722579160389542,4.683171985792519,5.590925593229928,4.747014773581758,6.694387023361067,6.033291573566961,5.94389597756242,5.720087302617198,5.663146536169676,5.648102326316709,5.9342975725691085,5.7821434536915906,6.842228064734834,6.652105532311249,6.81919123623112,6.6775091249524685,5.981298750434183,6.9152016509985295,5.805901002728364
b2832,8.10820503071875,7.14434497745888,7.010635395959479,6.976771929155807,7.0322412183519445,6.960167852721502,7.023764579346805,6.982444216927807,7.244168650887511,6.2974165572855805,4.9689806469761875,5.38175871148051,5.101636069963447,5.074750575499607,5.418005169800591,5.08820615628223,6.62800968244884,6.594666730800024,6.666245240893371,6.88156242303123,6.359886613985051,7.2714453377345185,6.347021559733918
b2833,7.935022936311171,7.6957374107942185,8.0129199767061,7.767856308058083,7.598233524907288,8.06491770788499,7.730267279882645,8.001106024347367,8.171681223385695,7.776041926821246,3.8868350329917556,5.571429059476064,6.140725086787755,6.010382723116097,5.261882247937886,5.06799102030443,8.15498665889525,7.997891471586149,7.9649072562880345,8.485952527820668,7.818082818819618,8.195520597834255,7.920381553249841
b2834,5.6065893068903945,7.432997129568565,7.225252638348341,7.300389695922157,7.614553031819438,6.937656670400072,7.5413815418093835,7.095091603038712,6.7115678568845665,6.681092050519456,2.958023849719284,2.880815070128275,3.0559859325617236,3.2546761533402444,3.236202177613283,3.3151429252016023,6.708617382245965,6.946544975190288,6.885479527515158,6.671959648369846,6.695989820493819,6.679139155994816,6.671431076201424
b2835,5.086082806567345,5.8382105026747,5.992918915962077,5.830866236449827,5.661020909218802,5.95463132139516,5.6257740926240745,5.9530996369212685,5.784627284634058,5.937447910558188,4.762447641212103,4.613567270704547,5.108097075443816,4.733795517636486,5.255817422563025,4.88109213508963,6.183757046929864,5.9729019984456215,5.991497115813368,6.11825730440336,6.045726116071628,5.8853404074911735,5.990851968024669
b2836,4.752192012024429,6.047011439066103,6.148088624520204,6.054229923791626,6.000420309044577,5.851552161248389,6.107610298274417,5.81859920659519,5.79674826371543,5.743492559729496,3.119600044821758,3.5675002913211595,3.228766407334463,3.464356319424109,3.53039737440799,3.6639794033527577,5.871063861369218,5.98652995205556,5.939828931636999,5.894597879756769,5.744911324542504,5.891258236253397,5.548463216524752
b2837,6.010054674082703,5.296010612577124,5.156026313742613,5.301729908240197,5.6614768692692925,4.87077439128351,5.532987515023999,4.918300493205474,6.046246799769027,4.787987942476592,5.59453686758025,5.567729202854174,5.425452802476775,5.462552915992564,4.955181607907319,5.460441594435775,5.672256817847277,5.809964123618719,5.78291296132866,6.023267349653423,4.872885552656278,6.102189328532796,4.880463530516811
b2838,3.0108431230463006,5.269482797194217,5.0863329717893055,5.101313296051904,5.880280000486241,4.641704283210094,5.804671399389305,4.593313213921122,5.8187928243873115,4.7389671390941235,1.9222946744673208,2.332268699920713,2.8889703657122396,2.1767459440826613,2.712385778752119,3.3385247163599328,5.038905552249809,4.978395706130067,4.883997184122087,5.739652053396525,4.4790886059219845,5.870412500061677,4.571347202141879
b2839,3.39601579363623,3.5859434877752765,3.396016959652839,3.6169104547378463,3.8600641878148862,3.1917391227368928,3.7508243047156253,2.923971091405863,4.306622565879633,3.178530952127302,4.984512028016946,4.846715704502363,5.2333492369411685,5.0732541936539075,5.218120162660337,4.804447898903384,3.530883623318498,3.6909977253857744,3.6541633811010916,4.136586367105614,3.4034396356269165,4.375065441331624,3.5290354898188423
